animals,unit,geo,month,year,population
,Thousand heads (animals),Belgium,A4100,2021,: 
,Thousand heads (animals),Bulgaria,A4100,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2021,: 
,Thousand heads (animals),Hungary,A4100,2021,: 
,Thousand heads (animals),Ireland,A4100,2021,: 
,Thousand heads (animals),Lithuania,A4100,2021,: 
,Thousand heads (animals),Luxembourg,A4100,2021,: 
,Thousand heads (animals),Latvia,A4100,2021,: 
,Thousand heads (animals),Netherlands,A4100,2021,: 
,Thousand heads (animals),Poland,A4100,2021,: 
,Thousand heads (animals),Sweden,A4100,2021,: 
,Thousand heads (animals),Slovenia,A4100,2021,: 
,Thousand heads (animals),Slovakia,A4100,2021,: 
,Thousand heads (animals),Belgium,A4110K,2021,: 
,Thousand heads (animals),Bulgaria,A4110K,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2021,: 
,Thousand heads (animals),Hungary,A4110K,2021,: 
,Thousand heads (animals),Ireland,A4110K,2021,: 
,Thousand heads (animals),Lithuania,A4110K,2021,: 
,Thousand heads (animals),Luxembourg,A4110K,2021,: 
,Thousand heads (animals),Latvia,A4110K,2021,: 
,Thousand heads (animals),Netherlands,A4110K,2021,: 
,Thousand heads (animals),Poland,A4110K,2021,: 
,Thousand heads (animals),Sweden,A4110K,2021,: 
,Thousand heads (animals),Slovenia,A4110K,2021,: 
,Thousand heads (animals),Belgium,A4110KC,2021,: 
,Thousand heads (animals),Bulgaria,A4110KC,2021,: 
,Thousand heads (animals),Hungary,A4110KC,2021,: 
,Thousand heads (animals),Latvia,A4110KC,2021,: 
,Thousand heads (animals),Netherlands,A4110KC,2021,: 
,Thousand heads (animals),Poland,A4110KC,2021,: 
,Thousand heads (animals),Sweden,A4110KC,2021,: 
,Thousand heads (animals),Slovenia,A4110KC,2021,: 
,Thousand heads (animals),Belgium,A4110KD,2021,: 
,Thousand heads (animals),Bulgaria,A4110KD,2021,: 
,Thousand heads (animals),Hungary,A4110KD,2021,: 
,Thousand heads (animals),Latvia,A4110KD,2021,: 
,Thousand heads (animals),Netherlands,A4110KD,2021,: 
,Thousand heads (animals),Poland,A4110KD,2021,: 
,Thousand heads (animals),Sweden,A4110KD,2021,: 
,Thousand heads (animals),Slovenia,A4110KD,2021,: 
,Thousand heads (animals),Belgium,A4120,2021,: 
,Thousand heads (animals),Bulgaria,A4120,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2021,: 
,Thousand heads (animals),Hungary,A4120,2021,: 
,Thousand heads (animals),Ireland,A4120,2021,: 
,Thousand heads (animals),Lithuania,A4120,2021,: 
,Thousand heads (animals),Luxembourg,A4120,2021,: 
,Thousand heads (animals),Latvia,A4120,2021,: 
,Thousand heads (animals),Netherlands,A4120,2021,: 
,Thousand heads (animals),Poland,A4120,2021,: 
,Thousand heads (animals),Sweden,A4120,2021,: 
,Thousand heads (animals),Slovenia,A4120,2021,: 
,Thousand heads (animals),Albania,A4100,2021,1480.45 
,Thousand heads (animals),Austria,A4100,2021,402.35 
,Thousand heads (animals),Bosnia and Herzegovina,A4100,2021,: 
,Thousand heads (animals),Belgium,A4100,2021,: 
,Thousand heads (animals),Bulgaria,A4100,2021,1199.55 
,Thousand heads (animals),Cyprus,A4100,2021,: 
,Thousand heads (animals),Czechia,A4100,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2021,1508.10 
,Thousand heads (animals),Denmark,A4100,2021,: 
,Thousand heads (animals),Estonia,A4100,2021,: 
,Thousand heads (animals),Greece,A4100,2021,7253.00 
,Thousand heads (animals),Spain,A4100,2021,15081.35 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4100,2021,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4100,2021,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4100,2021,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4100,2021,: 
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4100,2021,: 
,Thousand heads (animals),Finland,A4100,2021,: 
,Thousand heads (animals),France,A4100,2021,6994.63 p
,Thousand heads (animals),Croatia,A4100,2021,654.00 
,Thousand heads (animals),Hungary,A4100,2021,887.00 
,Thousand heads (animals),Ireland,A4100,2021,3991.18 p
,Thousand heads (animals),Iceland,A4100,2021,385.00 
,Thousand heads (animals),Italy,A4100,2021,6728.35 
,Thousand heads (animals),Lithuania,A4100,2021,136.90 
,Thousand heads (animals),Luxembourg,A4100,2021,: 
,Thousand heads (animals),Latvia,A4100,2021,90.34 
,Thousand heads (animals),Montenegro,A4100,2021,: 
,Thousand heads (animals),North Macedonia,A4100,2021,633.00 
,Thousand heads (animals),Malta,A4100,2021,12.73 
,Thousand heads (animals),Netherlands,A4100,2021,729.00 
,Thousand heads (animals),Poland,A4100,2021,: 
,Thousand heads (animals),Portugal,A4100,2021,2237.97 p
,Thousand heads (animals),Romania,A4100,2021,10049.90 
,Thousand heads (animals),Serbia,A4100,2021,1695.00 
,Thousand heads (animals),Sweden,A4100,2021,348.77 p
,Thousand heads (animals),Slovenia,A4100,2021,: 
,Thousand heads (animals),Slovakia,A4100,2021,: 
,Thousand heads (animals),Turkey,A4100,2021,45177.69 
,Thousand heads (animals),United Kingdom,A4100,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4100,2021,: 
,Thousand heads (animals),Albania,A4110K,2021,1456.34 
,Thousand heads (animals),Austria,A4110K,2021,240.06 
,Thousand heads (animals),Bosnia and Herzegovina,A4110K,2021,: 
,Thousand heads (animals),Belgium,A4110K,2021,: 
,Thousand heads (animals),Bulgaria,A4110K,2021,1052.77 
,Thousand heads (animals),Cyprus,A4110K,2021,: 
,Thousand heads (animals),Czechia,A4110K,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2021,1068.40 
,Thousand heads (animals),Denmark,A4110K,2021,: 
,Thousand heads (animals),Estonia,A4110K,2021,: 
,Thousand heads (animals),Greece,A4110K,2021,5491.00 
,Thousand heads (animals),Spain,A4110K,2021,10815.12 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4110K,2021,: 
,Thousand heads (animals),Finland,A4110K,2021,: 
,Thousand heads (animals),France,A4110K,2021,5137.66 p
,Thousand heads (animals),Croatia,A4110K,2021,512.00 
,Thousand heads (animals),Hungary,A4110K,2021,720.40 
,Thousand heads (animals),Ireland,A4110K,2021,2698.83 p
,Thousand heads (animals),Iceland,A4110K,2021,315.00 
,Thousand heads (animals),Italy,A4110K,2021,5867.15 
,Thousand heads (animals),Lithuania,A4110K,2021,80.30 
,Thousand heads (animals),Luxembourg,A4110K,2021,: 
,Thousand heads (animals),Latvia,A4110K,2021,57.09 
,Thousand heads (animals),Montenegro,A4110K,2021,: 
,Thousand heads (animals),North Macedonia,A4110K,2021,598.00 
,Thousand heads (animals),Malta,A4110K,2021,11.47 
,Thousand heads (animals),Netherlands,A4110K,2021,609.00 
,Thousand heads (animals),Poland,A4110K,2021,: 
,Thousand heads (animals),Portugal,A4110K,2021,1623.47 p
,Thousand heads (animals),Romania,A4110K,2021,8740.80 
,Thousand heads (animals),Serbia,A4110K,2021,1186.00 
,Thousand heads (animals),Sweden,A4110K,2021,243.07 p
,Thousand heads (animals),Slovenia,A4110K,2021,: 
,Thousand heads (animals),Slovakia,A4110K,2021,: 
,Thousand heads (animals),Turkey,A4110K,2021,30188.91 
,Thousand heads (animals),United Kingdom,A4110K,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110K,2021,: 
,Thousand heads (animals),Albania,A4110KC,2021,1115.92 
,Thousand heads (animals),Austria,A4110KC,2021,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KC,2021,: 
,Thousand heads (animals),Belgium,A4110KC,2021,: 
,Thousand heads (animals),Bulgaria,A4110KC,2021,893.30 
,Thousand heads (animals),Cyprus,A4110KC,2021,: 
,Thousand heads (animals),Czechia,A4110KC,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KC,2021,14.50 
,Thousand heads (animals),Greece,A4110KC,2021,5372.00 
,Thousand heads (animals),Spain,A4110KC,2021,2269.08 p
,Thousand heads (animals),Finland,A4110KC,2021,: 
,Thousand heads (animals),France,A4110KC,2021,1560.36 p
,Thousand heads (animals),Croatia,A4110KC,2021,87.00 
,Thousand heads (animals),Hungary,A4110KC,2021,18.80 
,Thousand heads (animals),Ireland,A4110KC,2021,0.00 
,Thousand heads (animals),Iceland,A4110KC,2021,0.00 
,Thousand heads (animals),Italy,A4110KC,2021,4593.32 
,Thousand heads (animals),Lithuania,A4110KC,2021,0.00 
,Thousand heads (animals),Luxembourg,A4110KC,2021,: 
,Thousand heads (animals),Latvia,A4110KC,2021,0.04 
,Thousand heads (animals),Montenegro,A4110KC,2021,: 
,Thousand heads (animals),North Macedonia,A4110KC,2021,489.00 
,Thousand heads (animals),Malta,A4110KC,2021,11.47 
,Thousand heads (animals),Netherlands,A4110KC,2021,17.00 
,Thousand heads (animals),Poland,A4110KC,2021,: 
,Thousand heads (animals),Portugal,A4110KC,2021,260.34 p
,Thousand heads (animals),Romania,A4110KC,2021,7698.60 
,Thousand heads (animals),Serbia,A4110KC,2021,62.00 
,Thousand heads (animals),Sweden,A4110KC,2021,0.00 p
,Thousand heads (animals),Slovenia,A4110KC,2021,: 
,Thousand heads (animals),Slovakia,A4110KC,2021,: 
,Thousand heads (animals),Turkey,A4110KC,2021,14710.16 
,Thousand heads (animals),United Kingdom,A4110KC,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KC,2021,: 
,Thousand heads (animals),Albania,A4110KD,2021,340.42 
,Thousand heads (animals),Austria,A4110KD,2021,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KD,2021,: 
,Thousand heads (animals),Belgium,A4110KD,2021,: 
,Thousand heads (animals),Bulgaria,A4110KD,2021,159.47 
,Thousand heads (animals),Cyprus,A4110KD,2021,: 
,Thousand heads (animals),Czechia,A4110KD,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KD,2021,1054.00 
,Thousand heads (animals),Greece,A4110KD,2021,120.00 
,Thousand heads (animals),Spain,A4110KD,2021,8546.05 p
,Thousand heads (animals),Finland,A4110KD,2021,: 
,Thousand heads (animals),France,A4110KD,2021,3577.30 p
,Thousand heads (animals),Croatia,A4110KD,2021,425.00 
,Thousand heads (animals),Hungary,A4110KD,2021,701.60 
,Thousand heads (animals),Ireland,A4110KD,2021,2698.83 p
,Thousand heads (animals),Iceland,A4110KD,2021,315.00 
,Thousand heads (animals),Italy,A4110KD,2021,1273.83 
,Thousand heads (animals),Lithuania,A4110KD,2021,80.30 
,Thousand heads (animals),Luxembourg,A4110KD,2021,: 
,Thousand heads (animals),Latvia,A4110KD,2021,57.05 
,Thousand heads (animals),Montenegro,A4110KD,2021,: 
,Thousand heads (animals),North Macedonia,A4110KD,2021,109.00 
,Thousand heads (animals),Malta,A4110KD,2021,0.00 
,Thousand heads (animals),Netherlands,A4110KD,2021,592.00 
,Thousand heads (animals),Poland,A4110KD,2021,: 
,Thousand heads (animals),Portugal,A4110KD,2021,1363.14 p
,Thousand heads (animals),Romania,A4110KD,2021,1042.20 
,Thousand heads (animals),Serbia,A4110KD,2021,1124.00 
,Thousand heads (animals),Sweden,A4110KD,2021,243.07 p
,Thousand heads (animals),Slovenia,A4110KD,2021,: 
,Thousand heads (animals),Slovakia,A4110KD,2021,: 
,Thousand heads (animals),Turkey,A4110KD,2021,15478.75 
,Thousand heads (animals),United Kingdom,A4110KD,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KD,2021,: 
,Thousand heads (animals),Albania,A4120,2021,24.11 
,Thousand heads (animals),Austria,A4120,2021,162.28 
,Thousand heads (animals),Bosnia and Herzegovina,A4120,2021,: 
,Thousand heads (animals),Belgium,A4120,2021,: 
,Thousand heads (animals),Bulgaria,A4120,2021,146.77 
,Thousand heads (animals),Cyprus,A4120,2021,: 
,Thousand heads (animals),Czechia,A4120,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2021,439.70 
,Thousand heads (animals),Denmark,A4120,2021,: 
,Thousand heads (animals),Estonia,A4120,2021,: 
,Thousand heads (animals),Greece,A4120,2021,1762.00 
,Thousand heads (animals),Spain,A4120,2021,4266.22 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4120,2021,: 
,Thousand heads (animals),Finland,A4120,2021,: 
,Thousand heads (animals),France,A4120,2021,1856.97 p
,Thousand heads (animals),Croatia,A4120,2021,142.00 
,Thousand heads (animals),Hungary,A4120,2021,166.60 
,Thousand heads (animals),Ireland,A4120,2021,1292.35 p
,Thousand heads (animals),Iceland,A4120,2021,70.00 
,Thousand heads (animals),Italy,A4120,2021,861.20 
,Thousand heads (animals),Lithuania,A4120,2021,56.60 
,Thousand heads (animals),Luxembourg,A4120,2021,: 
,Thousand heads (animals),Latvia,A4120,2021,33.24 
,Thousand heads (animals),Montenegro,A4120,2021,: 
,Thousand heads (animals),North Macedonia,A4120,2021,35.00 
,Thousand heads (animals),Malta,A4120,2021,1.26 
,Thousand heads (animals),Netherlands,A4120,2021,120.00 
,Thousand heads (animals),Poland,A4120,2021,: 
,Thousand heads (animals),Portugal,A4120,2021,614.50 p
,Thousand heads (animals),Romania,A4120,2021,1309.10 
,Thousand heads (animals),Serbia,A4120,2021,509.00 
,Thousand heads (animals),Sweden,A4120,2021,105.70 p
,Thousand heads (animals),Slovenia,A4120,2021,: 
,Thousand heads (animals),Slovakia,A4120,2021,: 
,Thousand heads (animals),Turkey,A4120,2021,14988.78 
,Thousand heads (animals),United Kingdom,A4120,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4120,2021,: 
,Thousand heads (animals),Belgium,A4100,2020,: 
,Thousand heads (animals),Bulgaria,A4100,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2020,: 
,Thousand heads (animals),Hungary,A4100,2020,: 
,Thousand heads (animals),Ireland,A4100,2020,: 
,Thousand heads (animals),Lithuania,A4100,2020,: 
,Thousand heads (animals),Luxembourg,A4100,2020,: 
,Thousand heads (animals),Latvia,A4100,2020,: 
,Thousand heads (animals),Netherlands,A4100,2020,: 
,Thousand heads (animals),Poland,A4100,2020,: 
,Thousand heads (animals),Sweden,A4100,2020,: 
,Thousand heads (animals),Slovenia,A4100,2020,: 
,Thousand heads (animals),Slovakia,A4100,2020,: 
,Thousand heads (animals),Belgium,A4110K,2020,: 
,Thousand heads (animals),Bulgaria,A4110K,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2020,: 
,Thousand heads (animals),Hungary,A4110K,2020,: 
,Thousand heads (animals),Ireland,A4110K,2020,: 
,Thousand heads (animals),Lithuania,A4110K,2020,: 
,Thousand heads (animals),Luxembourg,A4110K,2020,: 
,Thousand heads (animals),Latvia,A4110K,2020,: 
,Thousand heads (animals),Netherlands,A4110K,2020,: 
,Thousand heads (animals),Poland,A4110K,2020,: 
,Thousand heads (animals),Sweden,A4110K,2020,: 
,Thousand heads (animals),Slovenia,A4110K,2020,: 
,Thousand heads (animals),Belgium,A4110KC,2020,: 
,Thousand heads (animals),Bulgaria,A4110KC,2020,: 
,Thousand heads (animals),Hungary,A4110KC,2020,: 
,Thousand heads (animals),Latvia,A4110KC,2020,: 
,Thousand heads (animals),Netherlands,A4110KC,2020,: 
,Thousand heads (animals),Poland,A4110KC,2020,: 
,Thousand heads (animals),Sweden,A4110KC,2020,: 
,Thousand heads (animals),Slovenia,A4110KC,2020,: 
,Thousand heads (animals),Belgium,A4110KD,2020,: 
,Thousand heads (animals),Bulgaria,A4110KD,2020,: 
,Thousand heads (animals),Hungary,A4110KD,2020,: 
,Thousand heads (animals),Latvia,A4110KD,2020,: 
,Thousand heads (animals),Netherlands,A4110KD,2020,: 
,Thousand heads (animals),Poland,A4110KD,2020,: 
,Thousand heads (animals),Sweden,A4110KD,2020,: 
,Thousand heads (animals),Slovenia,A4110KD,2020,: 
,Thousand heads (animals),Belgium,A4120,2020,: 
,Thousand heads (animals),Bulgaria,A4120,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2020,: 
,Thousand heads (animals),Hungary,A4120,2020,: 
,Thousand heads (animals),Ireland,A4120,2020,: 
,Thousand heads (animals),Lithuania,A4120,2020,: 
,Thousand heads (animals),Luxembourg,A4120,2020,: 
,Thousand heads (animals),Latvia,A4120,2020,: 
,Thousand heads (animals),Netherlands,A4120,2020,: 
,Thousand heads (animals),Poland,A4120,2020,: 
,Thousand heads (animals),Sweden,A4120,2020,: 
,Thousand heads (animals),Slovenia,A4120,2020,: 
,Thousand heads (animals),Albania,A4100,2020,1557.86 
,Thousand heads (animals),Austria,A4100,2020,393.76 
,Thousand heads (animals),Bosnia and Herzegovina,A4100,2020,1014.00 e
,Thousand heads (animals),Belgium,A4100,2020,: 
,Thousand heads (animals),Bulgaria,A4100,2020,1307.77 
,Thousand heads (animals),Cyprus,A4100,2020,326.33 
,Thousand heads (animals),Czechia,A4100,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2020,1483.70 
,Thousand heads (animals),Denmark,A4100,2020,: 
,Thousand heads (animals),Estonia,A4100,2020,: 
,Thousand heads (animals),Greece,A4100,2020,7306.00 
,Thousand heads (animals),Spain,A4100,2020,15439.22 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4100,2020,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4100,2020,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4100,2020,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4100,2020,: 
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4100,2020,: 
,Thousand heads (animals),Finland,A4100,2020,: 
,Thousand heads (animals),France,A4100,2020,6998.71 b
,Thousand heads (animals),Croatia,A4100,2020,662.00 
,Thousand heads (animals),Hungary,A4100,2020,944.00 
,Thousand heads (animals),Ireland,A4100,2020,3877.22 
,Thousand heads (animals),Iceland,A4100,2020,401.00 
,Thousand heads (animals),Italy,A4100,2020,7034.16 
,Thousand heads (animals),Lithuania,A4100,2020,140.60 
,Thousand heads (animals),Luxembourg,A4100,2020,: 
,Thousand heads (animals),Latvia,A4100,2020,91.89 
,Thousand heads (animals),Montenegro,A4100,2020,: 
,Thousand heads (animals),North Macedonia,A4100,2020,631.00 
,Thousand heads (animals),Malta,A4100,2020,13.15 
,Thousand heads (animals),Netherlands,A4100,2020,710.00 
,Thousand heads (animals),Poland,A4100,2020,: 
,Thousand heads (animals),Portugal,A4100,2020,2303.72 
,Thousand heads (animals),Romania,A4100,2020,10281.50 
,Thousand heads (animals),Serbia,A4100,2020,1685.00 
,Thousand heads (animals),Sweden,A4100,2020,367.74 
,Thousand heads (animals),Slovenia,A4100,2020,: 
,Thousand heads (animals),Slovakia,A4100,2020,: 
,Thousand heads (animals),Turkey,A4100,2020,42126.78 
,Thousand heads (animals),United Kingdom,A4100,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4100,2020,212.13 
,Thousand heads (animals),Albania,A4110K,2020,1532.49 
,Thousand heads (animals),Austria,A4110K,2020,235.30 
,Thousand heads (animals),Bosnia and Herzegovina,A4110K,2020,576.00 e
,Thousand heads (animals),Belgium,A4110K,2020,: 
,Thousand heads (animals),Bulgaria,A4110K,2020,1148.12 
,Thousand heads (animals),Cyprus,A4110K,2020,234.14 
,Thousand heads (animals),Czechia,A4110K,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2020,1059.80 
,Thousand heads (animals),Denmark,A4110K,2020,: 
,Thousand heads (animals),Estonia,A4110K,2020,: 
,Thousand heads (animals),Greece,A4110K,2020,5828.00 
,Thousand heads (animals),Spain,A4110K,2020,11081.40 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4110K,2020,: 
,Thousand heads (animals),Finland,A4110K,2020,: 
,Thousand heads (animals),France,A4110K,2020,5124.91 b
,Thousand heads (animals),Croatia,A4110K,2020,495.00 
,Thousand heads (animals),Hungary,A4110K,2020,754.00 
,Thousand heads (animals),Ireland,A4110K,2020,2642.54 
,Thousand heads (animals),Iceland,A4110K,2020,344.00 
,Thousand heads (animals),Italy,A4110K,2020,6110.11 
,Thousand heads (animals),Lithuania,A4110K,2020,80.80 
,Thousand heads (animals),Luxembourg,A4110K,2020,: 
,Thousand heads (animals),Latvia,A4110K,2020,57.75 
,Thousand heads (animals),Montenegro,A4110K,2020,: 
,Thousand heads (animals),North Macedonia,A4110K,2020,597.00 
,Thousand heads (animals),Malta,A4110K,2020,11.70 
,Thousand heads (animals),Netherlands,A4110K,2020,595.00 
,Thousand heads (animals),Poland,A4110K,2020,: 
,Thousand heads (animals),Portugal,A4110K,2020,1677.40 
,Thousand heads (animals),Romania,A4110K,2020,8812.40 
,Thousand heads (animals),Serbia,A4110K,2020,1178.00 
,Thousand heads (animals),Sweden,A4110K,2020,256.28 
,Thousand heads (animals),Slovenia,A4110K,2020,: 
,Thousand heads (animals),Slovakia,A4110K,2020,: 
,Thousand heads (animals),Turkey,A4110K,2020,28174.29 
,Thousand heads (animals),United Kingdom,A4110K,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110K,2020,159.07 
,Thousand heads (animals),Albania,A4110KC,2020,1174.50 
,Thousand heads (animals),Austria,A4110KC,2020,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KC,2020,132.00 e
,Thousand heads (animals),Belgium,A4110KC,2020,: 
,Thousand heads (animals),Bulgaria,A4110KC,2020,1008.10 
,Thousand heads (animals),Cyprus,A4110KC,2020,219.00 
,Thousand heads (animals),Czechia,A4110KC,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KC,2020,12.80 
,Thousand heads (animals),Greece,A4110KC,2020,5552.00 
,Thousand heads (animals),Spain,A4110KC,2020,2354.80 p
,Thousand heads (animals),Finland,A4110KC,2020,: 
,Thousand heads (animals),France,A4110KC,2020,1522.10 b
,Thousand heads (animals),Croatia,A4110KC,2020,95.00 
,Thousand heads (animals),Hungary,A4110KC,2020,17.00 
,Thousand heads (animals),Ireland,A4110KC,2020,0.00 
,Thousand heads (animals),Iceland,A4110KC,2020,0.00 
,Thousand heads (animals),Italy,A4110KC,2020,4851.24 
,Thousand heads (animals),Lithuania,A4110KC,2020,0.00 
,Thousand heads (animals),Luxembourg,A4110KC,2020,: 
,Thousand heads (animals),Latvia,A4110KC,2020,0.04 
,Thousand heads (animals),Montenegro,A4110KC,2020,: 
,Thousand heads (animals),North Macedonia,A4110KC,2020,477.00 
,Thousand heads (animals),Malta,A4110KC,2020,11.70 
,Thousand heads (animals),Netherlands,A4110KC,2020,16.00 
,Thousand heads (animals),Poland,A4110KC,2020,: 
,Thousand heads (animals),Portugal,A4110KC,2020,272.84 
,Thousand heads (animals),Romania,A4110KC,2020,7761.40 
,Thousand heads (animals),Serbia,A4110KC,2020,58.00 
,Thousand heads (animals),Sweden,A4110KC,2020,0.00 
,Thousand heads (animals),Slovenia,A4110KC,2020,: 
,Thousand heads (animals),Slovakia,A4110KC,2020,: 
,Thousand heads (animals),Turkey,A4110KC,2020,15093.91 
,Thousand heads (animals),United Kingdom,A4110KC,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KC,2020,134.29 
,Thousand heads (animals),Albania,A4110KD,2020,357.99 
,Thousand heads (animals),Austria,A4110KD,2020,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KD,2020,444.00 e
,Thousand heads (animals),Belgium,A4110KD,2020,: 
,Thousand heads (animals),Bulgaria,A4110KD,2020,140.02 
,Thousand heads (animals),Cyprus,A4110KD,2020,15.14 
,Thousand heads (animals),Czechia,A4110KD,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KD,2020,1047.00 
,Thousand heads (animals),Greece,A4110KD,2020,276.00 
,Thousand heads (animals),Spain,A4110KD,2020,8726.60 p
,Thousand heads (animals),Finland,A4110KD,2020,: 
,Thousand heads (animals),France,A4110KD,2020,3602.80 b
,Thousand heads (animals),Croatia,A4110KD,2020,400.00 
,Thousand heads (animals),Hungary,A4110KD,2020,738.00 
,Thousand heads (animals),Ireland,A4110KD,2020,2642.54 
,Thousand heads (animals),Iceland,A4110KD,2020,344.00 
,Thousand heads (animals),Italy,A4110KD,2020,1258.87 
,Thousand heads (animals),Lithuania,A4110KD,2020,80.80 
,Thousand heads (animals),Luxembourg,A4110KD,2020,: 
,Thousand heads (animals),Latvia,A4110KD,2020,57.71 
,Thousand heads (animals),Montenegro,A4110KD,2020,: 
,Thousand heads (animals),North Macedonia,A4110KD,2020,120.00 
,Thousand heads (animals),Malta,A4110KD,2020,0.00 
,Thousand heads (animals),Netherlands,A4110KD,2020,579.00 
,Thousand heads (animals),Poland,A4110KD,2020,: 
,Thousand heads (animals),Portugal,A4110KD,2020,1404.56 
,Thousand heads (animals),Romania,A4110KD,2020,1051.00 
,Thousand heads (animals),Serbia,A4110KD,2020,1120.00 
,Thousand heads (animals),Sweden,A4110KD,2020,256.28 
,Thousand heads (animals),Slovenia,A4110KD,2020,: 
,Thousand heads (animals),Slovakia,A4110KD,2020,: 
,Thousand heads (animals),Turkey,A4110KD,2020,13080.39 
,Thousand heads (animals),United Kingdom,A4110KD,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KD,2020,24.78 
,Thousand heads (animals),Albania,A4120,2020,25.37 
,Thousand heads (animals),Austria,A4120,2020,158.47 
,Thousand heads (animals),Bosnia and Herzegovina,A4120,2020,438.00 e
,Thousand heads (animals),Belgium,A4120,2020,: 
,Thousand heads (animals),Bulgaria,A4120,2020,159.65 
,Thousand heads (animals),Cyprus,A4120,2020,92.19 
,Thousand heads (animals),Czechia,A4120,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2020,423.90 
,Thousand heads (animals),Denmark,A4120,2020,: 
,Thousand heads (animals),Estonia,A4120,2020,: 
,Thousand heads (animals),Greece,A4120,2020,1478.00 
,Thousand heads (animals),Spain,A4120,2020,4357.82 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4120,2020,: 
,Thousand heads (animals),Finland,A4120,2020,: 
,Thousand heads (animals),France,A4120,2020,1873.80 b
,Thousand heads (animals),Croatia,A4120,2020,167.00 
,Thousand heads (animals),Hungary,A4120,2020,190.00 
,Thousand heads (animals),Ireland,A4120,2020,1234.68 
,Thousand heads (animals),Iceland,A4120,2020,57.00 
,Thousand heads (animals),Italy,A4120,2020,924.05 
,Thousand heads (animals),Lithuania,A4120,2020,59.80 
,Thousand heads (animals),Luxembourg,A4120,2020,: 
,Thousand heads (animals),Latvia,A4120,2020,34.14 
,Thousand heads (animals),Montenegro,A4120,2020,: 
,Thousand heads (animals),North Macedonia,A4120,2020,34.00 
,Thousand heads (animals),Malta,A4120,2020,1.45 
,Thousand heads (animals),Netherlands,A4120,2020,116.00 
,Thousand heads (animals),Poland,A4120,2020,: 
,Thousand heads (animals),Portugal,A4120,2020,626.33 
,Thousand heads (animals),Romania,A4120,2020,1469.10 
,Thousand heads (animals),Serbia,A4120,2020,507.00 
,Thousand heads (animals),Sweden,A4120,2020,111.46 
,Thousand heads (animals),Slovenia,A4120,2020,: 
,Thousand heads (animals),Slovakia,A4120,2020,: 
,Thousand heads (animals),Turkey,A4120,2020,13952.49 
,Thousand heads (animals),United Kingdom,A4120,2020,: 
